name,category,latitude,longitude,address,description,descriptionClean,priceRange,rating,timeMinutes,imageUrl,imagePath,provinsi,kotaKabupaten
Danau Matano,wisata alam,-2.4960014,121.3705886,"Danau Matano, Nuha, Sulawesi Selatan, Sulawesi, Indonesia","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Matano,Sulawesi Selatan,Sulawesi
Danau Melintang,wisata alam,-8.6070748,116.1082543,"Jalan Danau Melintang, Perumahan Pagutan, Kel. Pagutan Barat, Pagesangan, Mataram, Kec. Mataram, Nusa Tenggara Barat, Nusa Tenggara, 83117, Indonesia",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Melintang,Nusa Tenggara Barat,Mataram
Danau Poso,wisata alam,-1.9216194,120.614102,"Danau Poso, Tolambo, Poso, Sulawesi Tengah, Sulawesi, Indonesia","Kerusuhan Poso atau konflik komunal Poso, adalah sebutan bagi serangkaian kerusuhan yang terjadi di Kabupaten Poso, Sulawesi Tengah, Indonesia. Peristiwa ini awalnya bermula dari bentrokan kecil antarkelompok pemuda sebelum berkembang menjadi kerusuhan bernuansa agama.","Kerusuhan Poso atau konflik komunal Poso, adalah sebutan bagi serangkaian kerusuhan yang terjadi di Kabupaten Poso, Sulawesi Tengah, Indonesia. Peristiwa ini awalnya bermula dari bentrokan kecil antarkelompok pemuda sebelum berkembang menjadi kerusuhan bernuansa agama.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Poso,Sulawesi Tengah,Poso
Danau Rambutan,wisata alam,-3.016797,104.7966618,"Danau Jakabaring, Seberang Ulu II, Palembang, Rambutan, Banyuasin, Sumatera Selatan, Sumatera, Indonesia",Marga adalah pembagian wilayah administratif tradisional yang pernah ada di Sumatera Selatan dan sekitarnya. Sistem marga dipakai pada masa Kesultanan Palembang yang berlanjut pada masa kolonial Belanda hingga pembubarannya pada tahun 1983 di masa Orde Baru.,Marga adalah pembagian wilayah administratif tradisional yang pernah ada di Sumatera Selatan dan sekitarnya. Sistem marga dipakai pada masa Kesultanan Palembang yang berlanjut pada masa kolonial Belanda hingga pembubarannya pada tahun 1983 di masa Orde Baru.,Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Rambutan,Sumatera Selatan,Palembang
Danau Ranau,wisata alam,-4.8858445,103.90331,"Danau Ranau, Desa Ujung, Warkuk Ranau Selatan, Lampung Barat, Lampung, Sumatera, Indonesia","Suku Lampung (Bahasa Lampung Api: /Ulun Lappung, Bahasa Lampung Nyo: /Jamma Lappung, Abjad Jawi: سوكو لامفونغ/Suku Lampung) adalah suku bangsa pribumi yang berasal dari Provinsi Lampung yang berada pada bagian ujung selatan pulau Sumatra. Pada awal mulanya, suku Lampung berdiam di tengkuk Gunung Pesagi.","Suku Lampung (Bahasa Lampung Api: /Ulun Lappung, Bahasa Lampung Nyo: /Jamma Lappung, Abjad Jawi: سوكو لامفونغ/Suku Lampung) adalah suku bangsa pribumi yang berasal dari Provinsi Lampung yang berada pada bagian ujung selatan pulau Sumatra. Pada awal mulanya, suku Lampung berdiam di tengkuk Gunung Pesagi.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Ranau,Lampung,Desa Ujung
Danau Sebangau,wisata alam,-2.20636,114.004882,"Danau Tundai, Palangka Raya, Kalimantan Tengah, Kalimantan, Indonesia","Kota Palangka Raya adalah sebuah kota sekaligus ibu kota provinsi Kalimantan Tengah, Indonesia. Kota ini memiliki luas wilayah 2.853,12 km² dan jumlah penduduk pada akhir tahun 2024 sebanyak 315.153 jiwa, dengan kepadatan penduduk rata-rata 110 jiwa/km².","Kota Palangka Raya adalah sebuah kota sekaligus ibu kota provinsi Kalimantan Tengah, Indonesia. Kota ini memiliki luas wilayah 2.853,12 km² dan jumlah penduduk pada akhir tahun 2024 sebanyak 315.153 jiwa, dengan kepadatan penduduk rata-rata 110 jiwa/km².",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Sebangau,Kalimantan Tengah,Palangka Raya
Danau Sembuluh,wisata alam,-2.712125,112.3774792,"Danau Sembuluh, Sembuluh II, Seruyan, Kalimantan Tengah, Kalimantan, Indonesia","Danau Sembuluh adalah sebuah kecamatan di Kabupaten Seruyan, Kalimantan Tengah, Indonesia. Ibukota Kecamatan ini berada di Desa Telaga Pulang.","Danau Sembuluh adalah sebuah kecamatan di Kabupaten Seruyan, Kalimantan Tengah, Indonesia. Ibukota Kecamatan ini berada di Desa Telaga Pulang.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Sembuluh,Kalimantan Tengah,Seruyan
Danau Sentani,wisata alam,-2.6243128,140.5591859,"Danau Sentani, Yoboy, Jayapura, Papua, Western New Guinea, Indonesia","Danau Sentani adalah danau yang terletak di Pulau Papua, Indonesia. Danau Sentani berada di bawah lereng Pegunungan Cagar Alam Cyclops yang memiliki luas sekitar 245.000 hektar.","Danau Sentani adalah danau yang terletak di Pulau Papua, Indonesia. Danau Sentani berada di bawah lereng Pegunungan Cagar Alam Cyclops yang memiliki luas sekitar 245.000 hektar.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Sentani,Papua,Jayapura
Danau Sentarum,wisata alam,0.8358796,112.1116345,"Danau Sentarum, Selimbau, Kapuas Hulu, Kalimantan Barat, Kalimantan, Indonesia","Danau Sentarum adalah danau musiman yang berada di Kapuas Hulu, Kalimantan Barat. Danau ini dipenuhi air selama 10 bulan setiap tahunnya, dan sisanya akan surut, membentuk kolam-kolam kecil yang berisi ikan-ikan kecil.","Danau Sentarum adalah danau musiman yang berada di Kapuas Hulu, Kalimantan Barat. Danau ini dipenuhi air selama 10 bulan setiap tahunnya, dan sisanya akan surut, membentuk kolam-kolam kecil yang berisi ikan-ikan kecil.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Sentarum,Kalimantan Barat,Kapuas Hulu
Danau Singkarak,wisata alam,-0.6167842,100.5416618,"Danau Singkarak, Sumpur, Batipuh Selatan, Tanah Datar, Sumatera Barat, Sumatera, Indonesia","Danau Singkarak adalah sebuah danau yang membentang di dua kabupaten yang terdapat di provinsi Sumatera Barat, Indonesia, yaitu kabupaten Solok dan kabupaten Tanah Datar.
Danau ini memiliki luas 107,8 km² dan merupakan danau terluas ketiga di pulau Sumatra setelah Danau Ranau di Sumatra Selatan dan Danau Toba di Sumatera Utara.Danau ini merupakan hulu dari sungai atau Batang Ombilin.","Danau Singkarak adalah sebuah danau yang membentang di dua kabupaten yang terdapat di provinsi Sumatera Barat, Indonesia, yaitu kabupaten Solok dan kabupaten Tanah Datar.
Danau ini memiliki luas 107,8 km² dan merupakan danau terluas ketiga di pulau Sumatra setelah Danau Ranau di Sumatra Selatan dan Danau Toba di Sumatera Utara.Danau ini merupakan hulu dari sungai atau Batang Ombilin.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Singkarak,Sumatera Barat,Tanah Datar
Danau Tamblingan,wisata alam,-8.2573226,115.0964432,"Danau Tamblingan, Buleleng, Bali, Nusa Tenggara, Indonesia","Danau Tamblingan (Aksara Bali: ᬤᬦᬸᬢᬫ᭄ᬩᭂᬮᬶᬗᬦ᭄) adalah sebuah danau yang terletak di lereng sebelah utara Gunung Lesung, kawasan Desa Munduk, Kecamatan Banjar, Kabupaten Buleleng, Bali. Danau ini merupakan satu dari tiga danau kembar yang terbentuk di dalam sebuah kaldera besar.","Danau Tamblingan (Aksara Bali: ᬤᬦᬸᬢᬫ᭄ᬩᭂᬮᬶᬗᬦ᭄) adalah sebuah danau yang terletak di lereng sebelah utara Gunung Lesung, kawasan Desa Munduk, Kecamatan Banjar, Kabupaten Buleleng, Bali. Danau ini merupakan satu dari tiga danau kembar yang terbentuk di dalam sebuah kaldera besar.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Tamblingan,Bali,Buleleng
Danau Teluk Gelam,wisata alam,-3.5651185,104.7942738,"Danau Wisata Teluk Gelam, Jalan Lintas Timur, Ulak Ketapang, Teluk Gelam, Ogan Komering Ilir, Sumatera Selatan, Sumatera, Indonesia","Ogan Komering Ilir (OKI) adalah kabupaten di Sumatera Selatan, Indonesia. Kabupaten ini memiliki luas 17.071,33 km² dan berpenduduk sekitar 786.703 jiwa.","Ogan Komering Ilir (OKI) adalah kabupaten di Sumatera Selatan, Indonesia. Kabupaten ini memiliki luas 17.071,33 km² dan berpenduduk sekitar 786.703 jiwa.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Teluk_Gelam,Sumatera Selatan,Ogan Komering Ilir
Danau Tempe,wisata alam,-4.1282039,119.9655936,"Danau Tempe, Baru Tancung, Sulawesi Selatan, Sulawesi, Indonesia","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.","Sulawesi Selatan (diakronimkan: Sulsel; Lontara: ᨔᨘᨒᨓᨙᨔᨗ ᨔᨛᨒᨈ ) adalah sebuah provinsi di semenanjung bagian selatan pulau Sulawesi, Indonesia. Kepulauan Selayar di bagian selatan pulau Sulawesi juga merupakan bagian dari provinsi tersebut.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Tempe,Sulawesi Selatan,Sulawesi
Danau Toba,wisata alam,2.6108377,98.9023081,"Danau Toba, Sumatera Utara, Sumatera, Indonesia","Sumatera Utara atau Sumatra Utara (diakronimkan: Sumut; Surat Batak: ᯘᯮᯔᯖᯩᯒᯥᯖᯒ, Abjad Jawi: سوماترا اوتارا) adalah sebuah provinsi yang berada di bagian utara Pulau Sumatra, Indonesia. Luas wilayah provinsi ini yakni 72.981,23 km2, dan ibu kota provinsi ini berada di Kota Medan.","Sumatera Utara atau Sumatra Utara (diakronimkan: Sumut; Surat Batak: ᯘᯮᯔᯖᯩᯒᯥᯖᯒ, Abjad Jawi: سوماترا اوتارا) adalah sebuah provinsi yang berada di bagian utara Pulau Sumatra, Indonesia. Luas wilayah provinsi ini yakni 72.981,23 km2, dan ibu kota provinsi ini berada di Kota Medan.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Toba,Sumatera Utara,Sumatera
Danau Tondano,wisata alam,1.2270186,124.8890017,"Danau Tondano, Touliang Oki, Minahasa, Sulawesi Utara, Sulawesi, Indonesia","Sulawesi Utara (disingkat Sulut) adalah salah satu  provinsi yang terletak di ujung utara Pulau Sulawesi, Indonesia, dengan ibu kota terletak di kota Manado. Sulawesi Utara atau Sulut berbatasan dengan Laut Maluku dan Samudra Pasifik di sebelah timur, Laut Maluku dan Teluk Tomini di sebelah selatan, Laut Sulawesi dan Provinsi Gorontalo di sebelah barat, dan Provinsi Davao Occidental di sebelah utara.","Sulawesi Utara (disingkat Sulut) adalah salah satu  provinsi yang terletak di ujung utara Pulau Sulawesi, Indonesia, dengan ibu kota terletak di kota Manado. Sulawesi Utara atau Sulut berbatasan dengan Laut Maluku dan Samudra Pasifik di sebelah timur, Laut Maluku dan Teluk Tomini di sebelah selatan, Laut Sulawesi dan Provinsi Gorontalo di sebelah barat, dan Provinsi Davao Occidental di sebelah utara.",Tidak diketahui,0.0,0.0,,gambar_wisata/Danau_Tondano,Sulawesi Utara,Sulawesi
Devoyage Bogor,wisata alam,-6.6382298,106.7951412,"Devoyage Bogor, Jalan Pabuaran, Bogor Selatan, Bogor, Jawa Barat, Jawa, 16135, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Devoyage_Bogor,Jawa Barat,Bogor
Dieng Plateau,wisata alam,-7.2157925,109.9065646,"Dieng Plateau, Banjarnegara, Jawa Tengah, Jawa, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Dieng_Plateau,Jawa Tengah,Banjarnegara
Gili Air,wisata alam,-8.3577073,116.081162,"Gili Air, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,Nusa Tenggara Barat (disingkat NTB) ialah sebuah provinsi di Indonesia yang berada di bagian tengah Kepulauan Nusa Tenggara di antara provinsi Bali di sebelah barat dan provinsi Nusa Tenggara Timur di sebelah Timur. Pusat pemerintahan dan ibu kota provinsi ini berada di Kota Mataram.,Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Air,Nusa Tenggara Barat,Lombok Utara
Gili Kedis,wisata alam,-8.7304951,116.0256309,"Gili Kedis, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Kedis,Nusa Tenggara Barat,Lombok Barat
Gili Meno,wisata alam,-8.3505557,116.0569626,"Gili Meno, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia","Gili Meno adalah salah satu dari tiga pulau kecil, selain Gili Trawangan dan Gili Air, yang menjadi kawasan wisata bahari. Tempat ini dapat dicapai dari Kota Mataram sekitar 45 menit berkendaraan darat dengan perjalanan melewati Pantai Senggigi yang berlatarkan pemandangan pantai yang menakjubkan serta hutan lindung.","Gili Meno adalah salah satu dari tiga pulau kecil, selain Gili Trawangan dan Gili Air, yang menjadi kawasan wisata bahari. Tempat ini dapat dicapai dari Kota Mataram sekitar 45 menit berkendaraan darat dengan perjalanan melewati Pantai Senggigi yang berlatarkan pemandangan pantai yang menakjubkan serta hutan lindung.",Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Meno,Nusa Tenggara Barat,Lombok Utara
Gili Nanggu,wisata alam,-8.7177365,116.0086591,"Gili Nanggu, Lombok Barat, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Nanggu,Nusa Tenggara Barat,Lombok Barat
Gili Petelu,wisata alam,-8.8543323,116.5710632,"Gili Petelu, tanjung skuie, Jerowaru, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Petelu,Nusa Tenggara Barat,
Gili Sulat,wisata alam,-8.3284019,116.7246605,"Gili Sulat, Sambelia, Lombok Timur, Nusa Tenggara Barat, Nusa Tenggara, Indonesia","Jumlah persis pulau yang terdapat di Indonesia bervariasi antara definisi dan sumber. Menurut survei geospasial yang dilakukan antara 2007 dan 2010 oleh Badan Koordinasi Survei dan Pemetaan Nasional (Bakorsurtanal), Badan Koordinasi Survei dan Pemetaan Nasional, Indonesia memiliki 13.466 pulau.","Jumlah persis pulau yang terdapat di Indonesia bervariasi antara definisi dan sumber. Menurut survei geospasial yang dilakukan antara 2007 dan 2010 oleh Badan Koordinasi Survei dan Pemetaan Nasional (Bakorsurtanal), Badan Koordinasi Survei dan Pemetaan Nasional, Indonesia memiliki 13.466 pulau.",Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Sulat,Nusa Tenggara Barat,
Gili Trawangan,wisata alam,-8.3503396,116.0362621,"Gili Trawangan, Lombok Utara, Nusa Tenggara Barat, Nusa Tenggara, Indonesia","Gili Trawangan adalah salah satu dari Tiga Gili yang ada di bagian barat laut Pulau Lombok, bersama dengan Gili Air dan Gili Meno atau yang juga disebut sebagai Pesona Gili Tramena (Trawangan, Meno, dan Air). Secara administrasi, Gili Trawangan berada di Kecamatan Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Barat.","Gili Trawangan adalah salah satu dari Tiga Gili yang ada di bagian barat laut Pulau Lombok, bersama dengan Gili Air dan Gili Meno atau yang juga disebut sebagai Pesona Gili Tramena (Trawangan, Meno, dan Air). Secara administrasi, Gili Trawangan berada di Kecamatan Pemenang, Kabupaten Lombok Utara, Nusa Tenggara Barat.",Tidak diketahui,0.0,0.0,,gambar_wisata/Gili_Trawangan,Nusa Tenggara Barat,Lombok Utara
Goa Batu,wisata alam,-1.8037667,115.9198139,"Goa Loyang, Gang Anugrah, Tokare, Batu Kajang, Paser, Kalimantan Timur, Kalimantan, 76252, Indonesia","Goa Batu Tapak Raja IKN  adalah  taman wisata  alam yang terletak di kecamatan Sepaku, Penajam Paser Utara, kota Nusantara.  Goa stalaknit ini merupakan salah satu destinasi wisata alam dekat kawasan Ibu Kota Nusantara (IKN) yang sedang dibangun untuk kunjungan wisatawan.","Goa Batu Tapak Raja IKN  adalah  taman wisata  alam yang terletak di kecamatan Sepaku, Penajam Paser Utara, kota Nusantara.  Goa stalaknit ini merupakan salah satu destinasi wisata alam dekat kawasan Ibu Kota Nusantara (IKN) yang sedang dibangun untuk kunjungan wisatawan.",Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Batu,Kalimantan Timur,Paser
Goa Gajah,wisata alam,-8.5235369,115.2867536,"Goa gajah, Raya Teges, Pejeng-Guliang, Bedulu, Gianyar, Bali, Nusa Tenggara, 80515, Indonesia","Gua Gajah adalah gua buatan dari masa purbakala yang berfungsi sebagai tempat ibadah. Gua ini terletak di Desa Bedulu, Kecamatan Blahbatuh, Kabupaten Gianyar, Bali; berjarak kurang lebih 27 km dari Denpasar.","Gua Gajah adalah gua buatan dari masa purbakala yang berfungsi sebagai tempat ibadah. Gua ini terletak di Desa Bedulu, Kecamatan Blahbatuh, Kabupaten Gianyar, Bali; berjarak kurang lebih 27 km dari Denpasar.",Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Gajah,Bali,Gianyar
Goa Gong,wisata alam,-8.1650433,110.9800128,"Goa Gong, Pule, Bomo, Pacitan, Jawa Timur, Jawa, Indonesia","Goa Gong terletak di Jl. Salam, Salam, Bomo, Punung, Kabupaten Pacitan, Jawa Timur  yang juga terkenal dengan julukan kota 1001 gua, dan satu yang terkenal disini adalah tempat wisata Goa Gong Pacitan.","Goa Gong terletak di Jl. Salam, Salam, Bomo, Punung, Kabupaten Pacitan, Jawa Timur  yang juga terkenal dengan julukan kota 1001 gua, dan satu yang terkenal disini adalah tempat wisata Goa Gong Pacitan.",Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Gong,Jawa Timur,Pacitan
Goa Jatijajar,wisata alam,-7.66984,109.4235289,"Goa Jatijajar, Jalan Candirenggo Jatijajar, Jatijajar, Kebumen, Jawa Tengah, Jawa, Indonesia","Gua Jatijajar adalah sebuah situs geologi yang terbentuk dari proses alamiah, yang terletak di Kabupaten Kebumen, Jawa Tengah. Gua yang keseluruhannya terbentuk dari kapur, ini memiliki panjang 250 meter, llebar rata-rata 15 meter, dan tinggi rata-rata 12 meter.","Gua Jatijajar adalah sebuah situs geologi yang terbentuk dari proses alamiah, yang terletak di Kabupaten Kebumen, Jawa Tengah. Gua yang keseluruhannya terbentuk dari kapur, ini memiliki panjang 250 meter, llebar rata-rata 15 meter, dan tinggi rata-rata 12 meter.",Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Jatijajar,Jawa Tengah,Kebumen
Goa Jomblang,wisata alam,-8.0286285,110.6382419,"Goa Jomblang, Jalan Pacarejo, Pacarejo, Semanu, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, 55813, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Jomblang,Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Goa Lawah,wisata alam,-8.5515251,115.4689715,"Pura Goa Lawah, Jalan Wibisana, Pesinggahan, Klungkung, Bali, Nusa Tenggara, 80711, Indonesia","Pura Goa Lawah merupakan sebuah pura yang terletak di Desa Pasinggahan, Kecamatan Dawan, Kabupaten Klungkung, Bali, yang berjarak sekitar 40 km dari ibu kota Bali, Denpasar. Pura Goa Lawah dikenal masyarakat karena adanya sebuah gua pada bagian utama pura ini, yang didalamnya terdapat sekumpulan kelelawar.","Pura Goa Lawah merupakan sebuah pura yang terletak di Desa Pasinggahan, Kecamatan Dawan, Kabupaten Klungkung, Bali, yang berjarak sekitar 40 km dari ibu kota Bali, Denpasar. Pura Goa Lawah dikenal masyarakat karena adanya sebuah gua pada bagian utama pura ini, yang didalamnya terdapat sekumpulan kelelawar.",Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Lawah,Bali,Klungkung
Goa Pandawa,wisata alam,-7.852614,112.5010005,"Wisata Goa Pandawa, Sumberejo, Kota Batu, Jawa Timur, Jawa, 65312, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Pandawa,Jawa Timur,Kota Batu
Goa Pindul,wisata alam,-7.9310483,110.6479201,"Goa Pindul, Jalan Goa Pindul, Bejiharjo, Karangmojo, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, 55891, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Pindul,Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
Goa Rang Reng,wisata alam,-8.5162049,115.3313046,"Goa Rang Reng, Angkling, Gianyar, Bali, Nusa Tenggara, 80512, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Goa_Rang_Reng,Bali,Gianyar
Hutan Pinus Mangunan,wisata alam,-7.9228665,110.4341077,"Jalan Hutan Pinus Nganjir, Mangunan, Dlingo, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55783, Indonesia","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Hutan_Pinus_Mangunan,Daerah Istimewa Yogyakarta,Bantul
Jembatan Mahakam,wisata alam,-0.5197684,117.1191352,"Jembatan Mahakam, Sungai Keledang, Samarinda Seberang, Samarinda, Kalimantan Timur, Kalimantan, 75126, Indonesia","Mahakam merupakan nama sebuah sungai terbesar di provinsi Kalimantan Timur yang bermuara di Selat Makassar. Sungai dengan panjang sekitar 920 km ini melintasi wilayah Kabupaten Kutai Barat di bagian hulu, hingga Kabupaten Kutai Kartanegara dan Kota Samarinda di bagian hilir.","Mahakam merupakan nama sebuah sungai terbesar di provinsi Kalimantan Timur yang bermuara di Selat Makassar. Sungai dengan panjang sekitar 920 km ini melintasi wilayah Kabupaten Kutai Barat di bagian hulu, hingga Kabupaten Kutai Kartanegara dan Kota Samarinda di bagian hilir.",Tidak diketahui,0.0,0.0,,gambar_wisata/Jembatan_Mahakam,Kalimantan Timur,Samarinda
Jembatan Samarinda,wisata alam,-0.585182,117.1095104,"Terminal Kargo & Jembatan Timbang 2,5 Loa Janan, Tani Aman, Loa Janan Ilir, Samarinda, Kalimantan Timur, Kalimantan, 75391, Indonesia","Samarinda merupakan kota sekaligus ibu kota provinsi dari Provinsi Kalimantan Timur, Indonesia. Kota ini juga merupakan kota dengan penduduk terbesar di Pulau Kalimantan, yaitu dengan jumlah penduduk sebanyak 881.225 jiwa (2024).","Samarinda merupakan kota sekaligus ibu kota provinsi dari Provinsi Kalimantan Timur, Indonesia. Kota ini juga merupakan kota dengan penduduk terbesar di Pulau Kalimantan, yaitu dengan jumlah penduduk sebanyak 881.225 jiwa (2024).",Tidak diketahui,0.0,0.0,,gambar_wisata/Jembatan_Samarinda,Kalimantan Timur,Samarinda
Jembatan Tenggarong,wisata alam,-0.4443046,117.0027737,"Jembatan Kartanegara, Teluk Dalam, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75572, Indonesia","Tenggarong (disingkat: TGR) merupakan sebuah kecamatan sekaligus ibu kota dari Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia.
Wilayah Tenggarong yang terbagi dalam 12 kelurahan dan 2 desa ini memiliki luas wilayah mencapai 270,00 km2 dengan jumlah penduduk sebanyak 114.039 jiwa (2023).","Tenggarong (disingkat: TGR) merupakan sebuah kecamatan sekaligus ibu kota dari Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia.
Wilayah Tenggarong yang terbagi dalam 12 kelurahan dan 2 desa ini memiliki luas wilayah mencapai 270,00 km2 dengan jumlah penduduk sebanyak 114.039 jiwa (2023).",Tidak diketahui,0.0,0.0,,gambar_wisata/Jembatan_Tenggarong,Kalimantan Timur,Kutai Kartanegara
Kaliurang,wisata alam,-7.6005217,110.4256299,"Kaliurang, Hargobinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia","Sleman (bahasa Jawa: ꦱ꧀ꦭꦺꦩꦤ꧀, translit. Sléman; pelafalan dalam bahasa Indonesia: [səˈleman]) adalah sebuah wilayah kabupaten yang terletak di Provinsi Daerah Istimewa Yogyakarta, Indonesia.","Sleman (bahasa Jawa: ꦱ꧀ꦭꦺꦩꦤ꧀, translit. Sléman; pelafalan dalam bahasa Indonesia: [səˈleman]) adalah sebuah wilayah kabupaten yang terletak di Provinsi Daerah Istimewa Yogyakarta, Indonesia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kaliurang,Daerah Istimewa Yogyakarta,Hargobinangun
